,V,GraphT,DLoopT,BellmanT,FloydT,BestT,MinEdCT,MaxEdCT,MinEdWT,MaxEdWT,MiECnMaIn,MaECnMaIn,MiEdWeNeWe,MaEdWeNeWe,MinCoefT,MaxCoefT,MinEigT,MaxEigT,MinEcce,MaxEcce,MinKCore,MaxKCore,MinTria,MaxTria,MinTwoHop,MaxTwoHop,EdgeCnt,Perm,pSkip
60,1024,397.7563,70944.9592,9355.6884,690.8283,0.0000,7217.9511,7730.5946,7244.6597,7474.5458,7517.0087,8135.4482,9653.8428,9430.5834,21178.1817,20927.1836,8117.2697,8132.4267,0.0000,0.0000,7932.3520,7705.1790,12963.3296,12632.0011,10087.6505,9888.4613,206880.0000,0.0000,0.0000,
40,1024,735.9782,74815.7915,13171.7677,711.8567,0.0000,9910.1821,9607.7673,9580.5948,9677.5262,9920.1988,10150.7877,11532.7451,10934.6791,31011.8283,31628.0014,8870.5759,8979.0880,0.0000,0.0000,8910.5083,8840.1355,19346.6604,18756.8171,12279.2853,12336.8609,292277.0000,0.0000,0.0000,
10,1024,778.2130,72131.8702,10597.7043,703.9170,0.0000,8958.2302,8768.6811,8604.9594,8531.9542,8581.9144,9647.9216,13595.4163,13531.2499,33264.7692,31690.9906,8845.3757,8895.2953,0.0000,0.0000,9014.6600,9055.1682,20324.7212,20406.6606,12925.2522,12899.8226,304544.0000,0.0000,0.0000,
28,1024,801.1389,70487.6668,13773.7599,862.3884,0.0000,9408.9847,9271.5441,9101.7588,9242.4851,9315.4147,9375.4857,11563.4433,10805.2777,33273.8966,33006.7802,9220.5103,9329.6503,0.0000,0.0000,9389.1318,9326.7256,20813.5708,20758.5137,12923.3356,14559.7183,309972.0000,0.0000,0.0000,
2,1024,810.0513,74953.8372,13265.6919,787.2421,0.0000,9167.0042,9031.3553,8883.5666,8939.4196,8949.0524,9163.0897,11030.7996,10959.9652,32930.8649,33690.7433,9555.2389,9618.7868,0.0000,0.0000,9619.2105,9515.8251,21648.1526,20828.3143,13205.7568,13547.7565,312006.0000,0.0000,0.0000,
90,1024,93.5725,11223.8384,1356.0600,674.3187,0.0000,2719.3727,2876.9474,3157.0552,3474.8931,3569.9109,3301.1701,3046.6705,3281.2951,4442.6577,4286.6626,3172.0742,3187.9771,0.0000,0.0000,3360.0487,3378.3025,3874.0273,4416.1412,3152.7290,3254.5369,62397.0000,0.0000,0.0000,
21,1024,866.1275,72477.1854,14404.4282,692.5068,0.0000,9896.2087,9651.1592,9544.4331,9585.9826,9732.9198,9825.5233,12108.0233,12034.9489,35170.4466,35890.4503,10630.7799,10597.7405,0.0000,0.0000,10382.1001,10714.0312,22815.8577,22322.8097,15363.2555,15027.5571,324639.0000,0.0000,0.0000,
64,1024,568.3945,66164.5725,12477.4115,750.6697,0.0000,9017.2010,8916.2128,8803.3530,9170.8530,9394.1144,9770.3597,10063.4453,9754.6766,24709.9823,25667.0232,7767.3093,7631.5965,0.0000,0.0000,7953.4400,7443.8376,15412.1311,15648.2016,10188.5714,10336.8397,253824.0000,0.0000,0.0000,
97,1024,72.2542,7394.2768,1084.6305,722.0022,0.0000,2081.8595,2126.2928,2185.3980,2159.9484,2233.0919,2050.7265,2105.2404,2084.1842,2598.1559,2669.5609,2186.9847,2153.2694,0.0000,0.0000,2118.3906,2159.5834,2339.9250,2379.0254,2265.1793,2257.2750,45115.0000,0.0000,0.0000,
23,1024,971.3403,67532.1102,15012.6100,1250.1706,0.0000,10813.6912,10547.0650,10355.0517,10342.2362,10951.5712,11654.7308,15117.5596,15803.1376,43560.2099,38694.1012,10272.8144,10402.7803,0.0000,0.0000,10192.0890,10334.2501,24415.8763,27482.8276,15035.4269,15301.6084,351318.0000,0.0000,0.0000,
44,1024,1459.1688,83173.0976,14018.0551,1098.3697,0.0000,9951.0498,9946.1209,10031.2880,10301.3725,10226.1436,10068.6130,12588.2489,12896.2101,38271.5936,41398.4728,10339.8767,10750.1583,0.0000,0.0000,10935.3962,10583.5145,24593.6242,24805.6173,18124.8892,16018.3654,348114.0000,0.0000,0.0000,
31,1024,1526.4169,85363.7766,14779.7525,746.5740,0.0000,11363.8058,10678.2408,10823.0698,10964.6600,10670.6950,10876.8703,14290.9574,14392.6511,40875.6570,41602.9838,10338.7933,10306.3729,0.0000,0.0000,10081.7744,10129.4319,27484.9253,26397.5280,15200.4655,15403.6571,363564.0000,0.0000,0.0000,
32,1024,1559.3712,82935.6653,14348.4104,1182.7662,0.0000,10533.6064,10407.0586,10460.7793,10531.8784,10538.9116,10741.0983,14382.4264,14360.7166,41710.4999,42132.6443,10861.8913,10986.9422,0.0000,0.0000,11087.9817,10717.7676,28378.5592,27197.7418,16530.4129,16184.6598,366383.0000,0.0000,0.0000,
93,1024,217.7313,19401.8928,4960.9053,748.1121,0.0000,4203.1360,4333.4882,4406.5700,4253.9155,4145.2970,4066.8038,4252.6921,4172.6218,7159.4796,7313.8815,4540.0288,4528.4830,0.0000,0.0000,4308.3302,4262.5565,5310.0174,5273.1543,4622.6493,4692.8418,99651.0000,0.0000,0.0000,
79,1024,432.0196,63527.0312,7502.6241,691.0626,0.0000,6294.8818,6378.0241,6443.6856,6390.2350,6338.5267,6343.7316,6895.1137,6718.2473,15989.6658,15409.3474,6376.4642,6578.1224,0.0000,0.0000,6569.7769,6587.1011,10584.3580,10539.5403,8185.9839,8480.7418,187063.0000,0.0000,0.0000,
6,1024,1184.3252,79656.7879,16950.5728,1023.4471,0.0000,11092.9434,11089.8246,11278.2184,12205.1572,11177.8627,10843.3899,13765.7605,13862.0132,44242.0515,44287.8474,11616.1138,11787.5348,0.0000,0.0000,11015.3976,11062.4133,28506.3466,28418.2426,17888.8806,18131.3488,383316.0000,0.0000,0.0000,
26,1024,1221.0183,74483.6264,16398.4022,758.6518,0.0000,11432.9334,11068.2633,11190.3629,11333.6272,11544.5821,11599.6301,14983.3289,15326.7422,45568.9373,45572.1906,11533.0116,12074.0178,0.0000,0.0000,11364.2405,11792.4710,28567.3190,29006.1306,18472.8474,18819.6410,385219.0000,0.0000,0.0000,
62,1024,784.4406,62592.5364,15132.5804,647.3715,0.0000,10469.1308,10606.0243,11114.4281,10988.0310,10701.5006,11053.6421,14224.8514,13160.2497,35361.0199,36494.4096,9879.3744,10057.6945,0.0000,0.0000,10145.3808,10114.5247,22126.8054,22626.8287,15137.4647,15126.8631,323805.0000,0.0000,0.0000,
77,1024,491.1941,71330.1232,9053.4901,689.7090,0.0000,7024.5328,7010.8814,7179.6676,7231.4438,7481.2817,7227.4367,8065.1492,7853.5526,18669.2884,18358.5448,6902.5541,7205.5602,0.0000,0.0000,7233.2111,7282.6147,11857.5828,14805.5525,10171.9915,8770.8852,199815.0000,0.0000,0.0000,
91,1024,303.7856,41838.5031,6067.3512,694.9944,0.0000,5172.0916,5007.9037,4860.3632,4913.0550,4906.4819,4867.6644,5674.4610,5285.0927,10563.0890,10492.9074,5142.2620,5084.7205,0.0000,0.0000,5143.5612,5215.5830,7334.6078,7005.9420,5633.9405,5648.3764,138064.0000,0.0000,0.0000,
109,1024,15.0606,2817.6110,670.4913,742.7804,0.0000,1232.9793,1285.2552,1400.6872,1373.5048,1233.4166,1164.9451,1216.1501,1237.5648,1324.2556,1422.1675,1421.6882,1139.6165,0.0000,0.0000,1270.1053,1393.5432,1300.3814,1295.3623,1300.3004,1317.9752,17819.0000,0.0000,0.0000,
61,1024,1067.4726,59040.2318,14287.0485,822.5373,0.0000,10440.1020,10223.9380,10537.0184,11002.8900,10842.7330,11241.7187,14439.8059,13780.2217,38057.0794,38258.6157,11481.0613,11935.4025,0.0000,0.0000,12032.2086,11586.7437,25707.5801,26619.3092,17646.0941,16743.2808,320522.0000,0.0000,0.0000,
29,1024,1606.4658,85637.9175,15186.9696,767.4381,0.0000,11147.1739,11150.8927,11322.5821,11364.1028,11463.1063,11976.8293,15989.1090,15927.7643,49257.9125,49247.1233,11671.9588,11473.5626,0.0000,0.0000,11928.0950,11720.1208,31868.2235,35024.9367,18082.5886,18054.7894,392528.0000,0.0000,0.0000,
27,1024,1397.7843,82093.6088,15738.7667,1400.6377,0.0000,13843.0306,12324.1265,11488.9427,11672.8575,11752.8983,12076.2160,16019.1848,15995.6267,54255.0526,54817.6179,11575.3742,11767.9332,0.0000,0.0000,11704.8201,11560.6337,35715.4527,32423.2301,17788.6272,17933.3524,406436.0000,0.0000,0.0000,
56,1024,2046.8184,83292.4581,15466.6248,826.4097,0.0000,12332.3570,12369.7516,11566.2923,11574.8448,11762.3430,12153.8941,16331.0133,16193.8731,55174.5282,54216.7835,11751.8285,12137.6427,0.0000,0.0000,11869.0111,11742.5009,35392.4061,32275.4871,19326.4037,18020.3245,403402.0000,0.0000,0.0000,
30,1024,2069.9076,90101.5500,19131.5552,681.8657,0.0000,12842.3720,12384.3092,11958.5951,11626.8554,11474.7554,11506.0503,15758.9342,15306.0302,52658.5591,52746.9631,12238.1626,11943.4582,0.0000,0.0000,11821.5381,11920.4287,35190.1009,30761.7720,18146.9857,17953.9938,400516.0000,0.0000,0.0000,
20,1024,2121.5696,94963.7661,15696.3964,677.1649,0.0000,11528.1360,11715.4037,12546.3386,11545.7592,11927.6488,12008.3187,15618.2160,17055.6881,55493.7806,54571.5199,11436.3980,11483.5184,0.0000,0.0000,11223.6284,11406.6461,34962.7947,31670.8737,16940.2654,17059.9282,406868.0000,0.0000,0.0000,
3,1024,1440.6499,86648.1005,17986.1812,810.4133,0.0000,12463.4898,12747.7385,12943.2723,12457.1062,12290.8358,12424.7402,16295.2804,16776.3802,55459.7899,55450.1634,11972.6920,11857.4273,0.0000,0.0000,11666.3607,11972.7881,36057.2449,32450.4204,17888.3781,17932.5028,412565.0000,0.0000,0.0000,
116,1024,43.6445,5604.5260,971.2792,724.6755,0.0000,1786.7983,1878.5226,1899.4136,1922.1780,1746.3049,2038.6890,1959.2643,2291.4324,2171.1412,2371.7128,1787.4835,2195.8035,0.0000,0.0000,2090.7746,2061.0059,2215.5848,2128.8495,2186.6106,2192.6372,35827.0000,0.0000,0.0000,
118,1024,27.4297,4829.9276,909.9601,719.3538,0.0000,1965.3349,1499.4660,1640.0629,1481.3700,1598.3406,2115.1790,1650.9165,1495.3282,1855.7183,1738.1332,1530.5738,1526.9481,0.0000,0.0000,1928.3172,1465.1003,1675.4208,1828.7462,2049.8436,2039.9024,28412.0000,0.0000,0.0000,
120,1024,38.6209,5342.6496,942.1471,727.7240,0.0000,1678.5589,1458.7406,1857.0489,1875.7567,2189.1782,1804.8342,1739.7163,2083.3284,2449.0260,2250.3772,1622.6046,1610.7746,0.0000,0.0000,1706.2230,1516.1320,1910.5991,1736.5870,1670.7382,1672.2634,31777.0000,0.0000,0.0000,
121,1024,32.0563,5770.0806,963.2640,785.2198,0.0000,1758.5208,1717.2120,1721.4344,1745.2264,1647.3643,1603.9215,1590.9709,1696.2077,1999.6028,2001.9747,1753.7805,1580.3487,0.0000,0.0000,1694.8949,1654.7108,1647.5378,1691.7673,1592.4007,1554.3666,32885.0000,0.0000,0.0000,
111,1024,138.4718,17294.6147,2960.7679,713.7073,0.0000,3664.7626,3857.8031,3804.2086,3884.9666,3839.3286,3842.6631,3826.0802,3920.4942,6345.8653,6304.6846,3786.4452,3882.3522,0.0000,0.0000,3843.0407,3827.1930,4619.6330,4655.5374,4093.7159,3957.4631,93638.0000,0.0000,0.0000,
73,1024,959.6407,71790.1995,18509.5981,688.9417,0.0000,10796.8433,12597.9706,10513.4272,10595.8154,10632.6645,10507.5935,13475.9242,13348.8965,40333.2853,41062.1300,10428.3622,10243.7023,0.0000,0.0000,10214.8328,10172.6264,27163.1589,26124.6184,15653.6487,15464.9904,357606.0000,0.0000,0.0000,
13,1024,2994.5978,103352.2548,14740.8673,663.9786,0.0000,12708.7628,12738.8877,13715.3530,12488.9156,12500.9805,12498.3076,16995.4385,17909.2874,65727.7322,63642.1048,13565.9266,13741.5430,0.0000,0.0000,13639.0378,13860.8980,36328.7717,36420.2976,20847.7615,20523.2776,463682.0000,0.0000,0.0000,
105,1024,216.8030,28587.1670,6268.1784,823.2639,0.0000,5189.3033,5020.6566,4883.0906,5051.0076,5021.4484,4979.1840,5233.2274,5504.3695,9256.9801,9507.1852,5605.0533,5549.9615,0.0000,0.0000,5811.8010,5837.6369,7340.3999,7196.6568,6360.5094,6485.6079,109462.0000,0.0000,0.0000,
117,1024,143.6505,14257.4753,2825.4318,933.0004,0.0000,3917.7376,3780.7504,3818.1438,3737.3995,4274.5264,4305.1088,4262.2955,4387.7013,6512.9317,6549.9260,4741.0911,4560.0089,0.0000,0.0000,4388.3380,4443.6060,5239.8396,5332.4470,4970.3264,4618.3565,79338.0000,0.0000,0.0000,
113,1024,211.3030,31193.3720,5785.9492,677.2738,0.0000,4803.5175,4891.8939,4991.0546,4849.7931,4807.0414,4793.2437,5098.3209,5010.6567,9427.2570,9257.1889,4824.9646,4816.4502,0.0000,0.0000,4856.9501,4866.0547,6510.9777,6417.3980,5563.7517,5478.6535,124081.0000,0.0000,0.0000,
46,1024,3460.4230,109571.0730,17667.3088,712.4815,0.0000,13498.8673,15174.0776,13944.2273,14082.0989,14042.8137,13863.2217,19035.4351,19137.1739,68430.9506,68381.1965,12967.1657,12928.8959,0.0000,0.0000,12905.1583,12875.0592,41240.4858,40705.5815,21141.6784,21275.9403,482303.0000,0.0000,0.0000,
96,1024,513.9518,69038.7465,9769.1914,655.3749,0.0000,9288.4786,7598.8751,7602.5938,7241.7173,7049.0658,7370.1774,7986.7459,7934.3199,22456.6072,21813.3661,6987.8877,6986.7402,0.0000,0.0000,6880.5977,6870.0579,11727.8309,13862.9953,8883.1434,8842.6264,215895.0000,0.0000,0.0000,
70,1024,1224.3236,78458.7898,19728.3029,677.8463,0.0000,12089.7751,11876.5549,11690.0949,11572.8230,11785.6366,11555.1709,15206.8824,14863.9301,52159.7975,51728.5953,11256.0169,11304.1515,0.0000,0.0000,11391.3190,11364.6905,31795.7491,32184.3546,17794.5493,17761.4293,397491.0000,0.0000,0.0000,
34,1024,3949.4125,117227.7702,16390.8273,630.0227,0.0000,13956.1938,13792.2906,13907.1387,13986.1243,13801.1734,14103.7944,19612.4150,19593.3909,71403.9901,71523.2589,15453.5798,14187.5318,0.0000,0.0000,14355.6244,13939.9271,41035.5821,40444.8003,22582.4941,22618.9513,495567.0000,0.0000,0.0000,
