,V,GraphT,DLoopT,BellmanT,FloydT,BestT,MinEdCT,MaxEdCT,MinEdWT,MaxEdWT,MiECnMaIn,MaECnMaIn,MiEdWeNeWe,MaEdWeNeWe,MinCoefT,MaxCoefT,MinEigT,MaxEigT,MinEcce,MaxEcce,MinKCore,MaxKCore,MinTria,MaxTria,MinTwoHop,MaxTwoHop,EdgeCnt,Perm,pSkip
41,512,1.2207,145.6509,44.2551,70.2459,0.0000,69.3069,78.6177,78.2244,78.3925,55.2518,55.7587,72.0781,80.3639,79.8118,81.5695,75.4852,81.9935,0.0000,0.0000,80.2767,81.9671,78.1475,80.2109,72.8564,80.2896,807.0000,0.0000,0.0000,
20,512,1.9427,140.8598,45.9574,70.1791,0.0000,68.0796,77.8503,77.5739,77.9158,53.1603,53.9201,74.7719,83.7768,83.0263,82.6798,80.1783,84.0786,0.0000,0.0000,80.7995,83.8923,78.6198,85.1842,75.1656,84.1195,793.0000,0.0000,0.0000,
26,512,1.6986,128.0235,45.3927,70.6647,0.0000,72.6106,79.8427,78.9599,79.4787,54.3239,54.7916,81.8632,84.9448,81.5462,82.0459,78.3599,83.3819,0.0000,0.0000,81.5894,82.1580,79.1964,81.8947,76.7219,81.2735,824.0000,0.0000,0.0000,
55,512,1.1769,141.2456,43.7993,70.0496,0.0000,71.1838,77.3511,76.9694,77.3381,57.0066,57.7434,74.0908,79.7254,79.7273,80.8164,79.1813,81.7297,0.0000,0.0000,77.9793,82.3686,77.4764,80.0896,77.7033,80.6415,812.0000,0.0000,0.0000,
49,512,1.2488,126.5499,47.0188,70.5022,0.0000,69.9073,78.6875,78.2401,78.5457,55.5336,58.3580,74.1302,84.0370,81.5511,82.7937,82.2698,83.2509,0.0000,0.0000,78.0459,84.7968,80.5957,82.3231,75.0981,79.5041,817.0000,0.0000,0.0000,
34,512,1.5018,141.3904,45.3361,70.2091,0.0000,69.4618,80.1515,79.9045,80.0646,56.6830,57.8382,73.5369,84.3374,82.9219,83.2915,77.7455,82.6317,0.0000,0.0000,81.9417,83.3566,81.2475,83.3258,76.9602,83.3827,841.0000,0.0000,0.0000,
38,512,1.6553,137.7034,45.9474,70.4446,0.0000,71.0121,80.3051,79.4142,79.8829,56.3826,59.2313,74.0886,82.5176,84.0733,83.5941,80.1334,83.4083,0.0000,0.0000,82.7212,84.8622,81.7493,84.0276,78.5164,85.0379,833.0000,0.0000,0.0000,
17,512,2.1416,138.1508,46.8159,70.4476,0.0000,70.0397,81.0949,79.8671,80.2745,55.9845,60.6280,74.0559,84.8829,82.6923,83.5338,79.0206,82.4764,0.0000,0.0000,83.3787,83.8929,81.4322,88.7056,77.0153,84.2992,835.0000,0.0000,0.0000,
19,512,2.3432,146.3167,47.2463,70.2378,0.0000,68.0819,80.1610,79.3727,79.8771,56.5701,58.4933,76.6829,82.5368,83.8512,82.6550,79.7938,87.5129,0.0000,0.0000,80.9439,82.9321,82.0315,83.2658,78.2430,87.5150,822.0000,0.0000,0.0000,
46,512,1.1295,154.1132,45.1488,70.0365,0.0000,69.3029,81.2665,80.5087,80.6590,56.1460,59.2305,76.2316,86.5879,84.0175,85.0581,80.5993,84.5233,0.0000,0.0000,83.4478,84.1747,82.4858,82.9794,76.7809,90.2109,818.0000,0.0000,0.0000,
53,512,1.2899,141.0858,45.6541,70.2193,0.0000,72.8024,80.4681,79.9753,80.4327,57.1016,57.0244,76.8290,84.2830,87.4039,85.4529,84.2842,86.1607,0.0000,0.0000,83.0001,84.8220,82.1198,82.6389,80.3627,91.3535,843.0000,0.0000,0.0000,
35,512,1.6121,146.2163,49.2062,71.0168,0.0000,75.0762,83.6200,82.5893,83.0897,58.8372,59.9408,77.1850,85.5712,85.8219,85.1561,84.9739,88.3098,0.0000,0.0000,85.5959,84.6157,82.3277,86.4786,83.3017,84.8427,871.0000,0.0000,0.0000,
52,512,1.2330,143.0603,50.1730,70.9716,0.0000,75.8003,86.0547,86.0480,86.3056,60.2992,59.8578,78.1258,89.3775,91.3511,87.6494,83.1188,90.2639,0.0000,0.0000,88.1478,89.1839,82.5820,86.9064,82.9691,87.1444,960.0000,0.0000,0.0000,
37,512,1.6367,154.0099,48.0606,70.5429,0.0000,75.7186,86.5924,86.4189,87.7008,64.5534,64.5609,80.5704,91.6644,88.3727,88.1032,85.5453,89.4000,0.0000,0.0000,88.3381,89.7372,85.1270,90.1367,85.9926,89.9049,974.0000,0.0000,0.0000,
31,512,1.3015,169.3225,49.5368,70.5324,0.0000,76.6945,85.8822,85.5842,86.0668,61.1839,60.0610,81.8694,90.1269,87.5995,87.2992,87.3435,89.4634,0.0000,0.0000,90.7439,91.1939,87.0764,91.8370,80.8997,88.1847,963.0000,0.0000,0.0000,
42,512,1.2675,155.6196,46.5274,70.6502,0.0000,78.2746,86.7230,86.2061,86.8410,61.7791,62.2853,79.1497,91.1325,88.3120,87.4246,87.5768,91.8750,0.0000,0.0000,85.1532,91.2963,86.3827,91.2277,87.8668,89.7777,973.0000,0.0000,0.0000,
45,512,1.2342,146.3322,52.5528,71.2019,0.0000,77.0867,86.6674,86.2152,90.0465,63.1688,62.2296,82.6219,88.9719,91.2954,92.0888,90.2993,89.8201,0.0000,0.0000,88.1153,89.5916,84.4077,87.0675,80.7251,92.0934,960.0000,0.0000,0.0000,
8,512,2.0210,163.8093,50.6292,70.8053,0.0000,81.9833,86.6162,86.1493,87.5002,60.8681,60.4800,83.0837,88.0136,89.5716,92.0887,90.0010,94.2097,0.0000,0.0000,87.5934,94.1081,85.6427,92.3048,85.5480,88.2516,960.0000,0.0000,0.0000,
1,512,1.6313,163.3608,47.7268,70.4479,0.0000,79.7889,87.6395,87.4977,88.1230,60.7314,60.8951,80.4305,90.3892,91.8821,88.6658,85.9293,95.3694,0.0000,0.0000,90.9755,93.5229,90.0165,91.9563,87.4757,90.5062,987.0000,0.0000,0.0000,
25,512,1.4555,167.5203,47.7363,70.8277,0.0000,79.6223,88.0251,87.6480,88.8577,66.6439,65.3907,81.8769,90.0811,92.7540,90.7212,89.8192,94.7479,0.0000,0.0000,85.8457,94.1529,86.7676,88.7817,87.3271,88.5230,1005.0000,0.0000,0.0000,
6,512,1.9852,158.5149,51.8321,71.4166,0.0000,81.5789,88.2220,88.1284,88.8320,62.9543,64.3272,85.5146,95.6179,94.6462,94.7774,88.1374,92.8789,0.0000,0.0000,88.0675,92.3967,87.3918,93.5804,84.5142,90.1599,1005.0000,0.0000,0.0000,
16,512,2.1171,170.0571,48.3829,70.6338,0.0000,80.7376,88.1153,87.7457,87.9803,63.8120,62.0321,84.3294,93.8999,91.6800,89.4853,90.6410,95.9731,0.0000,0.0000,90.6509,92.9839,88.0602,94.1571,89.8526,89.3080,1007.0000,0.0000,0.0000,
44,512,1.2797,163.4025,47.6651,71.0328,0.0000,79.1620,92.2260,92.4720,90.4849,61.8950,61.6777,81.8886,93.1347,93.3444,92.9522,92.8895,94.1438,0.0000,0.0000,92.4539,89.4711,85.5386,90.1368,86.3619,88.7751,977.0000,0.0000,0.0000,
21,512,2.0135,181.4686,50.7425,70.5784,0.0000,81.8036,87.9232,87.9575,91.1607,67.1744,67.0566,83.5511,93.0681,95.0705,95.1926,90.7280,89.8293,0.0000,0.0000,91.1455,90.3067,86.4869,88.6830,87.7192,89.2080,990.0000,0.0000,0.0000,
13,512,2.1698,192.7376,48.1009,70.4624,0.0000,78.4867,88.3785,88.0313,91.1178,64.2807,63.1739,80.2658,93.2602,91.9804,91.8450,90.1957,95.4798,0.0000,0.0000,88.1608,90.7161,86.0141,95.1931,90.0184,89.2162,1006.0000,0.0000,0.0000,
30,512,1.6908,164.6922,51.3040,70.7256,0.0000,80.5481,89.1790,88.9658,89.6343,64.6034,67.1839,85.5538,91.6471,92.8876,95.0929,94.4381,94.4047,0.0000,0.0000,93.8952,95.6351,88.9757,94.0698,87.1142,90.2005,1012.0000,0.0000,0.0000,
12,512,2.4678,192.6455,48.0979,69.9371,0.0000,80.4757,90.8183,89.0219,89.8758,64.3873,65.3489,84.4531,94.8711,95.9434,94.2961,93.2558,93.1977,0.0000,0.0000,89.8198,94.3527,86.3957,91.1602,85.9290,89.9455,1005.0000,0.0000,0.0000,
27,512,1.7230,194.4950,51.9404,70.4568,0.0000,82.1966,89.8746,89.6239,92.9984,66.2958,64.5045,82.5462,92.0269,93.7482,94.4327,89.6497,95.6597,0.0000,0.0000,91.4270,92.1530,88.6963,92.7966,88.7002,89.7865,998.0000,0.0000,0.0000,
23,512,1.7282,189.7771,53.0586,71.1333,0.0000,88.7193,94.8487,94.4930,99.0042,70.4723,69.1205,88.7623,97.8548,99.1189,97.3384,94.9609,98.4179,0.0000,0.0000,96.7364,99.3396,94.9526,95.9459,87.6668,95.4916,1168.0000,0.0000,0.0000,
33,512,1.5274,198.9544,51.0081,71.3121,0.0000,85.9653,93.8298,94.1689,97.7314,70.9412,72.4007,95.5244,101.7507,98.4387,98.3101,94.9395,98.7673,0.0000,0.0000,97.4298,96.2584,90.3603,95.6033,88.4242,93.9320,1130.0000,0.0000,0.0000,
54,512,1.7398,209.3309,50.6152,73.4671,0.0000,85.6279,92.3523,92.5558,95.6358,66.0756,67.3810,91.5917,96.4621,94.8571,100.7481,91.2055,98.2466,0.0000,0.0000,93.3969,96.7164,91.8763,95.0380,86.5484,92.9359,1085.0000,0.0000,0.0000,
43,512,1.5865,193.2364,51.6290,70.9505,0.0000,84.4528,94.2719,94.3637,96.2592,68.4456,69.8137,90.7334,96.5604,98.9003,98.0637,92.6527,99.0091,0.0000,0.0000,98.5384,100.5624,96.0433,98.0435,84.9467,94.7589,1123.0000,0.0000,0.0000,
29,512,1.5065,212.1305,53.6239,70.8366,0.0000,87.5580,94.5550,94.9408,97.2719,67.7233,68.2672,94.1255,96.4801,97.4648,99.3937,94.7377,99.8577,0.0000,0.0000,91.9863,99.3335,96.4731,99.0678,91.4160,95.5919,1161.0000,0.0000,0.0000,
11,512,1.9677,195.9173,50.3067,70.4805,0.0000,89.3684,96.3970,96.3474,104.2409,73.7160,72.6724,94.8882,103.3223,104.1252,100.6929,94.9627,102.7974,0.0000,0.0000,97.2390,97.2819,98.2193,96.8598,90.7843,97.2380,1175.0000,0.0000,0.0000,
51,512,1.1437,189.5411,53.7057,71.3123,0.0000,90.5939,96.1455,97.0773,98.2793,74.0243,71.4588,94.0035,98.6347,97.8365,100.6598,95.3884,100.6695,0.0000,0.0000,96.3150,99.1860,96.5479,98.1075,90.8241,97.0401,1140.0000,0.0000,0.0000,
3,512,1.6060,207.0651,53.2140,71.1663,0.0000,87.0162,96.8930,96.9669,100.6267,68.9887,73.3762,93.4375,103.2952,101.8726,105.8392,96.1048,101.6906,0.0000,0.0000,96.4140,99.6572,96.4428,98.1582,90.6046,97.8891,1191.0000,0.0000,0.0000,
24,512,2.0253,214.6250,55.2283,71.1084,0.0000,82.3891,96.2999,96.3014,97.7295,70.4438,72.3728,91.5444,99.7097,100.9338,104.2758,96.6707,104.7833,0.0000,0.0000,97.2279,105.2224,96.1514,98.4000,86.8220,98.3451,1156.0000,0.0000,0.0000,
22,512,2.1699,229.3536,52.8318,70.5720,0.0000,91.0464,95.2249,95.4096,97.9615,67.5208,70.4649,94.9714,99.5390,98.2055,103.1186,95.1293,101.3669,0.0000,0.0000,97.2360,99.4849,97.3698,96.4540,91.8802,96.0444,1136.0000,0.0000,0.0000,
40,512,1.8324,214.1599,52.5881,71.1083,0.0000,89.0100,97.1861,97.4197,101.4659,71.8350,74.8377,92.3482,103.9131,100.6861,104.1743,95.4196,102.7178,0.0000,0.0000,99.5597,100.0881,97.3843,98.2311,89.4110,97.9614,1205.0000,0.0000,0.0000,
56,512,1.2879,198.4248,54.1662,71.2301,0.0000,86.4932,97.0412,98.9395,101.3552,70.7481,72.9978,92.2087,102.1263,103.7049,104.6447,94.9903,103.3000,0.0000,0.0000,101.7420,101.3702,94.7870,96.9516,87.9794,97.4947,1177.0000,0.0000,0.0000,
47,512,1.3829,212.7259,52.2998,70.9993,0.0000,91.3525,97.0794,98.0277,100.8064,71.8958,69.9341,96.1502,101.1887,97.9681,102.1540,97.1117,101.0526,0.0000,0.0000,98.3144,102.9554,94.0394,97.0366,91.4640,97.1203,1162.0000,0.0000,0.0000,
48,512,1.1376,235.5468,51.6446,70.6663,0.0000,87.8802,95.5313,99.0963,100.5557,70.9062,72.3377,92.0911,99.0220,104.0178,102.3559,95.4001,103.5164,0.0000,0.0000,97.6440,99.8208,91.1440,95.6984,95.8044,101.5493,1132.0000,0.0000,0.0000,
14,512,1.7770,233.0075,54.2930,70.5979,0.0000,87.0947,97.1048,98.7575,106.8840,71.8532,74.0056,95.4808,104.6142,105.6286,105.4451,96.5204,106.3772,0.0000,0.0000,103.4855,104.5471,95.6227,97.6846,88.8721,97.8848,1196.0000,0.0000,0.0000,
61,512,2.7947,94.8611,39.9768,70.4433,0.0000,64.3762,74.0119,70.8697,69.3431,44.9188,45.1770,63.2003,69.8213,67.4848,69.6002,69.2246,71.1495,0.0000,0.0000,68.5625,69.5185,68.8271,69.0425,65.2265,69.7518,662.0000,0.0000,0.0000,
63,512,1.0498,95.0985,38.6242,70.0712,0.0000,61.0420,70.9204,69.7622,69.5984,45.5211,45.9576,63.3782,69.7246,69.3212,69.5845,68.5379,70.6676,0.0000,0.0000,68.5431,70.5268,69.5238,69.5379,66.6166,70.6069,662.0000,0.0000,0.0000,
64,512,1.3038,101.3415,39.2666,70.4223,0.0000,60.0588,72.0400,69.6522,70.9921,45.1696,46.5647,61.7515,69.9480,65.8012,68.6931,69.3296,71.4985,0.0000,0.0000,68.7026,70.1096,66.4415,69.1776,64.6244,69.8724,668.0000,0.0000,0.0000,
60,512,2.1581,127.4115,46.6618,70.9166,0.0000,77.1623,78.3990,77.6606,77.8128,53.9133,53.9405,73.2031,78.1946,78.2548,77.7016,75.6032,79.0114,0.0000,0.0000,77.6173,77.9672,76.5329,77.9575,73.5691,113.2545,822.0000,0.0000,0.0000,
59,512,1.0617,131.4606,48.9523,71.0656,0.0000,71.9136,78.7039,78.0909,78.4122,50.9158,51.1316,71.6142,79.6521,78.4544,78.9058,77.8434,80.2895,0.0000,0.0000,77.5592,78.5219,78.9750,78.5754,71.6820,113.0413,804.0000,0.0000,0.0000,
72,512,1.9605,92.9252,41.0924,71.0000,0.0000,59.3803,68.2635,68.2758,69.1478,46.1243,46.1731,62.2968,68.9025,65.3829,67.9635,68.3947,70.5324,0.0000,0.0000,66.8147,68.5570,66.9107,68.0603,63.8491,104.5831,641.0000,0.0000,0.0000,
73,512,2.2918,100.7120,40.8662,70.2198,0.0000,60.5196,69.1714,69.9474,69.7792,46.5040,47.1193,63.4018,69.9562,69.3092,68.9832,71.1831,72.7382,0.0000,0.0000,68.6773,69.4604,68.7025,69.1360,101.3887,69.1237,668.0000,0.0000,0.0000,
71,512,2.1195,107.3272,40.3556,70.2719,0.0000,59.4908,68.5452,68.6526,69.0823,45.7004,46.7350,64.2788,73.1567,72.0182,72.7524,73.6815,74.1579,0.0000,0.0000,68.0955,70.0809,68.2833,69.4306,99.5813,68.0344,657.0000,0.0000,0.0000,
58,512,1.5428,154.5270,47.5731,70.7792,0.0000,74.2217,80.3907,80.0382,80.1652,56.9384,57.8658,71.3681,80.9627,80.9049,80.4302,78.1281,81.3889,0.0000,0.0000,79.0325,81.5612,78.9142,80.9793,110.9973,79.8102,839.0000,0.0000,0.0000,
78,512,1.3447,94.3940,38.7118,70.6473,0.0000,59.5566,69.9097,69.4788,69.9990,47.6670,48.4797,63.8652,70.6508,69.8374,70.1043,69.9707,72.8166,0.0000,0.0000,69.3374,69.6038,68.1720,69.4417,101.5384,69.0988,687.0000,0.0000,0.0000,
82,512,1.0518,89.5326,36.8732,70.0370,0.0000,59.7937,67.9077,67.7338,68.2494,44.2983,44.7200,61.6496,68.6476,67.9615,67.6599,69.4733,70.6890,0.0000,0.0000,66.8940,68.1407,66.8251,101.7018,64.0443,67.0907,648.0000,0.0000,0.0000,
85,512,1.0735,90.5089,39.8649,70.0407,0.0000,56.0472,68.9513,68.9796,69.2633,44.4418,44.6604,62.4221,70.7352,68.9088,68.7625,68.6682,72.3766,0.0000,0.0000,68.0829,69.3450,103.3290,67.7862,63.0084,67.9355,658.0000,0.0000,0.0000,
88,512,0.9955,93.2410,38.0328,69.7330,0.0000,60.8814,69.5764,69.4415,69.3547,47.2944,47.7461,64.6653,69.7771,69.4712,69.8652,69.3862,70.7315,0.0000,0.0000,69.1045,69.3943,104.1286,68.6214,65.4612,68.8353,659.0000,0.0000,0.0000,
57,512,2.0638,187.9713,52.1085,71.0250,0.0000,80.3019,88.0017,88.0439,88.0688,61.0656,62.4827,81.5141,88.4187,88.8181,88.6680,87.4976,89.0887,0.0000,0.0000,87.3739,88.1151,121.1287,86.4500,80.4655,86.0469,943.0000,0.0000,0.0000,
83,512,1.3141,115.4194,42.6787,69.9295,0.0000,64.1765,72.2734,71.2885,71.2678,47.1279,46.8004,65.3378,72.0291,71.5243,71.2991,70.2634,72.5376,0.0000,0.0000,70.5113,71.5756,104.3807,69.7469,65.3633,70.4862,688.0000,0.0000,0.0000,
92,512,1.0144,95.0664,39.9837,70.5717,0.0000,60.7951,70.2043,70.5144,70.7112,46.1065,47.0603,63.1680,71.1321,67.0896,69.9747,73.1802,73.0782,0.0000,0.0000,70.0815,105.6621,65.4684,68.5726,65.0628,69.3812,679.0000,0.0000,0.0000,
93,512,1.1691,98.4034,43.4816,70.2112,0.0000,58.7676,70.4163,70.0745,71.5878,46.8748,47.2789,64.2103,70.5831,67.1860,69.9180,70.2111,72.6739,0.0000,0.0000,69.6061,105.2977,67.0327,69.0466,65.1314,69.5770,665.0000,0.0000,0.0000,
74,512,1.5246,141.0220,46.4787,70.6766,0.0000,69.2294,79.7806,79.8856,80.2122,52.6310,53.4036,72.3149,80.8533,80.7082,80.5054,80.1353,82.8076,0.0000,0.0000,79.8218,80.2548,111.3785,78.3699,75.3748,79.1263,829.0000,0.0000,0.0000,
67,512,1.0944,168.5855,49.9085,71.9355,0.0000,78.3546,89.2269,88.8504,89.6595,61.7261,62.2396,82.7531,89.7143,89.0739,89.2068,86.6001,94.6894,0.0000,0.0000,84.3535,88.7496,118.7878,86.9848,80.6054,87.5393,1006.0000,0.0000,0.0000,
96,512,1.2672,106.4945,42.9153,70.1084,0.0000,61.6041,69.4443,69.5707,69.2813,45.5973,45.4923,64.9206,69.8027,67.7801,69.4254,69.5515,70.5841,0.0000,0.0000,68.7192,103.7454,66.3609,68.3056,63.3708,68.9867,657.0000,0.0000,0.0000,
80,512,1.0415,145.5778,44.2634,70.2941,0.0000,69.9172,77.7763,77.6663,77.7180,52.5783,52.0742,71.5644,78.4781,77.9959,77.3018,78.0125,79.6914,0.0000,0.0000,77.4301,112.1581,75.0876,76.3243,73.8219,77.0552,800.0000,0.0000,0.0000,
65,512,1.1386,186.9449,50.8907,71.3870,0.0000,85.3111,92.4079,92.2385,92.7716,64.5547,65.6266,86.0660,92.7771,93.0970,92.4590,90.8629,93.2206,0.0000,0.0000,88.5425,128.2036,85.6118,90.1575,85.5982,91.1608,1089.0000,0.0000,0.0000,
62,512,1.9894,195.0977,51.0210,71.6556,0.0000,87.4753,93.5317,93.4459,93.5930,66.3650,68.9847,88.6009,94.2830,94.4354,94.9302,91.4517,94.9627,0.0000,0.0000,93.1918,129.1045,89.7553,92.7540,89.1363,92.7832,1127.0000,0.0000,0.0000,
99,512,1.2658,98.5975,41.8424,70.3059,0.0000,59.4210,68.7543,68.5734,68.9657,44.8689,45.0288,63.1900,68.8837,65.3078,68.8287,67.5953,70.3359,0.0000,0.0000,102.3252,67.8238,66.1291,67.4892,63.2507,68.0031,654.0000,0.0000,0.0000,
84,512,1.3150,132.2718,45.6448,70.6397,0.0000,72.5527,77.9582,77.8794,78.0445,53.8558,53.4939,73.8790,79.0222,78.7182,78.9488,77.1520,79.5193,0.0000,0.0000,112.2499,76.6502,74.1629,76.5407,73.1989,76.8146,800.0000,0.0000,0.0000,
104,512,1.2698,92.2332,39.9039,69.7828,0.0000,54.8308,69.0160,68.8416,68.6130,43.5105,43.7921,62.7374,68.9034,68.2392,68.6840,71.3411,106.6984,0.0000,0.0000,65.7410,67.4749,66.5002,67.4026,62.7513,67.5441,651.0000,0.0000,0.0000,
68,512,1.1072,160.2724,50.3171,70.9915,0.0000,80.3513,87.0267,86.9710,88.0453,61.3835,61.0138,82.9680,88.4985,88.5876,87.7469,87.0879,88.7675,0.0000,0.0000,122.9151,86.0163,84.1371,85.5666,83.4083,85.6959,1002.0000,0.0000,0.0000,
70,512,1.8813,168.5869,51.0830,70.9592,0.0000,78.0080,87.1238,87.5588,87.4527,60.2396,60.2850,81.6881,88.1278,88.2434,88.3282,86.2808,89.2357,0.0000,0.0000,120.3318,85.8354,82.9686,85.7763,79.0968,85.9166,987.0000,0.0000,0.0000,
86,512,1.1663,135.4578,43.5165,70.4464,0.0000,68.9365,79.1994,78.9901,79.3921,54.9649,54.7621,71.7451,79.7710,80.1286,79.5374,78.6188,80.8317,0.0000,0.0000,113.5057,78.5079,76.2551,78.2800,73.7063,78.8455,828.0000,0.0000,0.0000,
87,512,1.2079,134.0480,47.2721,70.7041,0.0000,75.3167,82.9832,82.2374,78.3812,55.6443,55.7203,71.7427,79.1671,79.0184,78.8341,76.0454,79.6287,0.0000,0.0000,111.0351,76.9420,74.9350,77.1217,73.6849,77.4423,816.0000,0.0000,0.0000,
77,512,2.1028,162.2466,49.1638,70.7045,0.0000,80.1065,86.3447,86.5780,86.1843,61.0028,62.1882,81.6965,87.0134,87.3637,86.8868,82.8905,87.4931,0.0000,0.0000,119.4685,84.7933,81.4700,85.4714,78.5999,85.6948,965.0000,0.0000,0.0000,
66,512,1.7069,209.7378,54.3794,71.7146,0.0000,83.5331,96.1535,96.1566,96.3021,66.9176,68.1369,84.9366,96.2515,97.6811,97.1927,92.6355,96.5982,0.0000,0.0000,95.0479,128.9929,88.1308,94.0979,87.9663,94.8389,1173.0000,0.0000,0.0000,
105,512,1.2580,107.0800,41.4087,70.1763,0.0000,63.8657,69.2352,69.4205,69.4428,45.9319,46.3399,63.7660,70.9065,69.1552,68.6414,68.5535,106.3675,0.0000,0.0000,66.9541,68.1824,67.5402,68.0055,62.5444,68.3550,661.0000,0.0000,0.0000,
69,512,2.6450,166.7221,48.5485,71.1989,0.0000,78.6587,88.5251,88.8953,88.8418,63.9000,64.9586,82.5137,89.9781,90.3204,90.4196,87.2258,90.8913,0.0000,0.0000,120.8316,86.6784,83.9564,86.4528,80.8141,86.9966,1005.0000,0.0000,0.0000,
75,512,1.5921,177.7807,49.5498,71.2278,0.0000,78.8632,87.5847,87.9156,87.3131,60.8787,62.2020,81.1656,87.9016,87.8786,93.8210,89.6228,94.3280,0.0000,0.0000,120.3119,85.3088,82.4894,85.0141,80.2586,85.9631,991.0000,0.0000,0.0000,
109,512,1.2864,96.3275,42.0809,70.3308,0.0000,61.2528,70.1587,70.1976,70.1974,47.0510,48.2099,64.9636,70.6289,70.1598,70.0245,109.6754,75.4771,0.0000,0.0000,68.0400,68.5081,68.0828,68.7032,65.4676,69.3570,670.0000,0.0000,0.0000,
81,512,2.0665,171.9203,49.4448,71.0318,0.0000,75.7914,86.8902,87.0286,87.1271,62.6201,62.3947,78.2107,87.5059,87.5963,87.5540,83.3446,122.8765,0.0000,0.0000,83.1333,85.1540,82.0666,85.1290,79.9665,86.7980,968.0000,0.0000,0.0000,
