,V,GraphT,DLoopT,BellmanT,FloydT,BestT,MinEdCT,MaxEdCT,MinEdWT,MaxEdWT,MiECnMaIn,MaECnMaIn,MiEdWeNeWe,MaEdWeNeWe,MinCoefT,MaxCoefT,MinEigT,MaxEigT,MinEcce,MaxEcce,MinKCore,MaxKCore,MinTria,MaxTria,MinTwoHop,MaxTwoHop,EdgeCnt,Perm,pSkip
39,1024,11.8317,485.8256,195.3477,1232.3953,0.0000,328.6744,403.5509,422.0042,418.1365,363.8370,294.9473,411.5126,440.3471,368.0297,361.9240,414.1276,486.3925,0.0000,0.0000,364.9568,356.4231,328.0014,334.1542,346.6554,359.6765,1315.0000,0.0000,0.0000,
7,1024,10.9294,493.0675,218.4355,1241.0677,0.0000,316.4702,373.5426,380.8527,379.6736,347.0065,295.5476,414.0311,439.3884,375.0364,366.5292,428.9125,512.7335,0.0000,0.0000,400.2781,391.8045,349.6494,354.0538,377.2770,397.9955,1341.0000,0.0000,0.0000,
23,1024,13.8588,480.0341,190.1942,1172.1796,0.0000,346.1537,412.6148,432.2695,429.7104,378.1942,307.0802,414.4475,436.4675,353.2038,357.2594,413.0817,515.9231,0.0000,0.0000,419.8956,407.3700,351.2157,333.2504,339.0343,366.7128,1328.0000,0.0000,0.0000,
33,1024,13.9784,612.0877,236.7725,1224.4578,0.0000,405.0554,467.6457,475.2177,488.1409,283.8354,285.7208,375.6981,405.8850,370.4921,368.0349,451.2627,448.8943,0.0000,0.0000,396.6847,410.1962,375.6761,373.3339,411.3645,422.0830,1599.0000,0.0000,0.0000,
10,1024,14.5059,590.1332,230.0597,1017.8426,0.0000,392.7064,459.6410,471.1014,524.2834,285.1037,288.4175,380.0835,405.1695,371.9343,367.9204,393.8442,533.8238,0.0000,0.0000,451.5613,456.2317,396.6217,397.0449,446.8923,471.7848,1629.0000,0.0000,0.0000,
53,1024,9.0841,689.6123,230.0100,906.5716,0.0000,371.5889,408.6063,418.1989,417.8427,388.2103,321.3509,427.8953,448.8323,396.4471,389.2152,428.5912,516.5686,0.0000,0.0000,443.9171,448.7080,396.9672,396.1151,452.5805,465.4519,1654.0000,0.0000,0.0000,
5,1024,10.9422,650.8227,228.0920,1184.7231,0.0000,362.1314,412.8644,419.7150,487.6683,291.3623,295.8548,379.4735,416.9658,379.1408,376.4848,398.5870,564.8254,0.0000,0.0000,453.6312,458.9123,369.3109,371.7964,394.3566,482.2631,1658.0000,0.0000,0.0000,
40,1024,10.4771,717.1867,236.7700,838.9258,0.0000,398.1225,468.3866,484.6610,543.5967,302.8210,304.2793,383.6192,426.1619,385.3338,380.3376,410.3517,654.2808,0.0000,0.0000,417.2212,418.1685,406.3182,375.2231,406.7747,431.9043,1673.0000,0.0000,0.0000,
56,1024,7.4823,602.4337,229.9151,860.8737,0.0000,417.5430,451.0688,464.9939,463.5812,401.4247,329.4906,441.6047,474.5391,408.8458,401.3302,513.6566,480.6923,0.0000,0.0000,424.0110,428.6092,376.7293,380.1331,445.4121,451.4658,1643.0000,0.0000,0.0000,
21,1024,10.8838,697.5396,224.0629,1018.3862,0.0000,344.9164,406.6455,413.5057,412.2810,372.3772,309.9046,410.0928,440.7046,393.1588,386.2487,426.4360,563.0362,0.0000,0.0000,451.4213,461.6031,405.6367,425.7066,445.4488,491.3019,1621.0000,0.0000,0.0000,
36,1024,13.1697,626.1450,214.2362,1200.0754,0.0000,405.9280,446.6289,460.8907,511.0011,305.4168,306.1654,417.1226,431.2235,371.6699,378.4051,484.9319,484.5309,0.0000,0.0000,417.7644,434.7057,373.5137,379.0286,428.5131,452.5948,1616.0000,0.0000,0.0000,
30,1024,14.0742,596.3733,246.8504,1173.1335,0.0000,420.6741,469.1572,483.3887,538.8057,327.2435,330.7734,449.3963,469.2445,409.0432,402.4686,479.9924,411.3357,0.0000,0.0000,385.2152,401.3397,364.5264,366.7340,397.8535,417.7604,1639.0000,0.0000,0.0000,
6,1024,14.2873,627.7492,228.5052,1227.8611,0.0000,406.5760,453.9933,465.9953,501.5204,291.8261,297.7150,396.0178,426.4070,382.9600,379.6138,591.1772,434.9147,0.0000,0.0000,441.0596,438.3454,366.6190,368.8138,401.1385,424.7430,1648.0000,0.0000,0.0000,
47,1024,9.1609,704.2515,249.4920,864.7141,0.0000,406.0944,479.8519,491.0431,535.5982,294.4216,297.0395,393.3036,418.6627,383.0737,378.8632,403.6209,561.5505,0.0000,0.0000,454.8850,471.6321,414.3088,408.0016,491.4694,496.2718,1682.0000,0.0000,0.0000,
41,1024,10.6636,666.3336,227.7594,922.6160,0.0000,389.8050,457.1251,469.9824,536.4170,319.7957,322.0791,420.0229,458.5476,400.3261,395.3968,502.8402,496.5468,0.0000,0.0000,440.0465,490.8842,390.4992,392.9041,452.9394,481.7991,1620.0000,0.0000,0.0000,
20,1024,16.0239,630.6767,216.7318,1199.7726,0.0000,417.1572,463.3725,477.9922,538.1758,334.1466,337.7541,442.6122,466.0437,406.9680,399.8104,606.1108,449.2626,0.0000,0.0000,423.7759,427.2424,375.0016,389.0213,428.0167,447.4690,1626.0000,0.0000,0.0000,
46,1024,11.0234,682.7392,230.5396,1244.1266,0.0000,429.0589,468.2704,551.1469,450.0751,321.6559,324.7214,443.9616,456.8004,405.3325,457.8513,434.7504,425.0242,0.0000,0.0000,400.0513,471.3230,388.1218,419.7451,442.1817,450.0024,1649.0000,0.0000,0.0000,
32,1024,12.6531,842.6860,255.4848,864.3974,0.0000,470.6448,512.7756,522.9810,522.0029,320.7778,321.3477,429.5747,444.7503,410.3317,407.4435,516.0783,524.3414,0.0000,0.0000,463.5102,443.7866,396.7457,414.5148,441.0568,450.5876,1998.0000,0.0000,0.0000,
38,1024,11.7664,775.5764,242.1104,1135.3401,0.0000,411.0867,450.6490,454.9031,534.1267,336.3101,335.8040,442.6799,468.2447,427.2911,486.6149,473.3006,468.2253,0.0000,0.0000,429.2854,443.8269,392.0702,419.5047,434.6346,449.1605,1994.0000,0.0000,0.0000,
16,1024,14.4585,833.6779,253.3503,681.6856,0.0000,455.9336,520.4195,530.4976,574.0527,348.8576,345.9789,457.5814,481.3554,436.2600,433.5828,633.2747,459.1036,0.0000,0.0000,445.2354,448.0501,394.9266,420.6511,438.7875,484.0878,2020.0000,0.0000,0.0000,
48,1024,9.8939,746.1214,249.5151,896.4250,0.0000,449.5245,512.1468,525.5181,536.8180,333.9639,334.4711,413.4323,447.1577,413.9820,410.8767,538.8944,495.2680,0.0000,0.0000,463.3620,483.0948,413.2373,437.5397,472.5656,514.8139,1997.0000,0.0000,0.0000,
2,1024,10.2807,722.3625,239.7471,1126.8468,0.0000,381.4086,438.1420,442.0058,547.5724,359.9428,365.5088,473.4293,507.3333,446.6727,504.4042,468.6732,461.1788,0.0000,0.0000,437.0564,444.8757,394.4070,416.6353,450.6706,493.7030,1884.0000,0.0000,0.0000,
1,1024,11.1007,796.6040,245.5382,833.7075,0.0000,464.5314,519.5214,535.2370,542.0496,329.6470,335.1217,426.3135,450.8610,417.4880,415.2437,551.3602,489.1847,0.0000,0.0000,463.9250,475.9251,419.9932,431.1504,479.7561,511.7042,2019.0000,0.0000,0.0000,
50,1024,9.3749,826.8551,251.2666,940.9282,0.0000,460.6912,517.8917,530.7754,516.8465,326.0271,329.5560,424.5977,448.7104,415.5386,471.8788,494.8358,486.5810,0.0000,0.0000,462.6103,478.1637,411.6167,468.6451,474.1204,495.3614,2024.0000,0.0000,0.0000,
44,1024,9.9563,1000.6032,250.2238,658.5463,0.0000,420.9374,477.4824,481.1503,563.5492,368.9885,372.0618,467.6265,507.6737,462.0605,525.8510,486.8113,482.7078,0.0000,0.0000,467.9006,470.8573,436.4448,442.4954,461.8997,510.6301,2237.0000,0.0000,0.0000,
55,1024,9.1302,985.2446,254.7152,685.5557,0.0000,433.3914,483.6740,489.5933,566.3017,376.9117,378.4490,471.6346,502.3607,462.3685,551.3801,502.9745,482.8573,0.0000,0.0000,466.5137,470.1326,432.0808,444.8361,468.7459,512.1073,2330.0000,0.0000,0.0000,
34,1024,13.7641,824.5542,264.3642,843.2678,0.0000,462.3493,524.8248,537.8082,593.9354,381.7142,380.5217,500.5544,527.8251,466.5412,587.1892,451.4408,466.1648,0.0000,0.0000,430.7671,444.1570,413.5428,425.9837,439.0698,492.4529,2062.0000,0.0000,0.0000,
29,1024,11.5421,955.8713,253.9673,941.7395,0.0000,437.8942,478.5021,554.5994,469.0326,344.7744,352.9335,448.4416,472.7472,441.3934,529.4363,508.9924,516.0697,0.0000,0.0000,462.6175,462.3491,439.8024,437.9485,452.1786,507.3697,2308.0000,0.0000,0.0000,
54,1024,10.1359,915.8417,250.5585,984.1781,0.0000,442.2056,483.7832,556.6464,473.1796,353.1769,354.7927,446.4355,476.6245,447.7426,561.9268,514.2072,485.5810,0.0000,0.0000,467.6025,469.2188,435.7606,449.3923,458.3395,522.9986,2352.0000,0.0000,0.0000,
31,1024,13.9979,817.0337,242.4888,974.6866,0.0000,467.9999,520.3082,598.7333,478.3437,352.0018,354.8951,461.3577,483.0364,439.5124,560.2573,486.9432,500.9594,0.0000,0.0000,469.5084,480.9240,426.6429,445.7859,471.4172,530.1872,2014.0000,0.0000,0.0000,
28,1024,14.5731,864.8068,255.5592,894.6880,0.0000,487.0875,535.2286,609.2972,497.5383,368.4879,370.0065,478.2845,500.9299,461.3801,529.5394,525.7050,475.7600,0.0000,0.0000,452.1738,458.3882,433.4446,439.7299,470.5595,486.1532,2277.0000,0.0000,0.0000,
27,1024,15.5441,907.3956,252.9635,1047.7061,0.0000,498.8691,556.6482,585.5387,471.8942,353.8003,355.1765,449.5749,476.0263,506.2769,487.2082,475.9484,481.1545,0.0000,0.0000,455.7565,460.3291,427.6766,445.5227,493.8786,486.2316,2299.0000,0.0000,0.0000,
15,1024,9.9406,860.0976,250.9801,717.3725,0.0000,437.5435,477.8304,483.4492,560.0804,364.8989,370.5645,475.5838,497.5321,456.5641,513.4432,562.0846,556.7930,0.0000,0.0000,525.3934,531.3852,473.4675,487.9518,546.4578,560.9502,2237.0000,0.0000,0.0000,
13,1024,13.3579,984.5823,248.2544,798.9819,0.0000,447.5716,501.3269,506.0718,563.8855,363.7003,363.4926,459.2477,492.6694,456.1510,657.2429,484.9657,506.0042,0.0000,0.0000,471.9850,485.8563,452.4273,457.4591,500.6607,521.8729,2277.0000,0.0000,0.0000,
22,1024,12.3329,935.9255,255.9177,898.0841,0.0000,503.9318,556.7421,605.4374,476.3171,356.0092,360.1117,449.9619,480.1642,450.3267,663.2538,462.1005,484.4314,0.0000,0.0000,460.3250,475.8910,425.1074,467.1116,482.3817,498.6573,2357.0000,0.0000,0.0000,
35,1024,11.6098,1028.0812,261.3727,741.9214,0.0000,464.5909,515.3822,521.8250,599.7559,388.8070,394.7356,509.7556,532.5299,541.2028,504.8729,519.0930,484.5920,0.0000,0.0000,460.3725,482.7614,429.9890,446.0286,480.5765,491.3947,2302.0000,0.0000,0.0000,
3,1024,13.2170,1069.0970,252.4165,623.3061,0.0000,438.4175,482.4730,487.6463,569.2648,364.5393,371.2565,476.8057,508.7142,466.6759,553.0941,534.6187,546.2994,0.0000,0.0000,522.1108,527.4555,460.3194,488.1594,537.3344,577.1594,2287.0000,0.0000,0.0000,
51,1024,9.2440,942.7283,248.7232,871.6690,0.0000,433.0213,478.9634,483.0353,579.9074,375.7075,377.9858,490.1964,516.3193,467.4713,545.3312,513.8360,535.6505,0.0000,0.0000,496.9649,524.4744,449.3122,469.4352,529.5809,544.9740,2261.0000,0.0000,0.0000,
19,1024,11.3226,954.1796,257.0325,844.0647,0.0000,492.8380,552.6986,628.8883,543.5624,400.0734,400.9356,509.1326,551.7479,556.1620,491.4747,511.2421,480.0048,0.0000,0.0000,451.6685,472.1357,422.3794,438.6796,478.0586,484.9972,2281.0000,0.0000,0.0000,
49,1024,11.2755,1005.9327,253.8517,1001.0882,0.0000,491.7170,555.4402,587.6077,487.9720,363.8099,365.2385,458.1743,491.7999,534.6377,467.3963,480.1511,501.0804,0.0000,0.0000,465.8031,498.4740,436.2750,453.2891,515.3176,515.1454,2317.0000,0.0000,0.0000,
12,1024,13.6224,954.8526,257.6483,992.4765,0.0000,496.9960,539.5087,600.3864,510.4401,371.1711,375.9981,487.1840,514.6075,595.6087,458.7826,475.9494,493.0733,0.0000,0.0000,465.1373,486.5816,440.4070,447.6395,502.8917,498.7882,2342.0000,0.0000,0.0000,
43,1024,11.1625,1124.8273,257.9073,829.4982,0.0000,455.9391,491.5296,572.0714,511.1868,374.2048,378.4702,488.2744,515.4423,541.8476,502.8303,493.7638,496.3876,0.0000,0.0000,473.1055,517.1286,479.1699,458.9180,498.2714,500.0033,2369.0000,0.0000,0.0000,
52,1024,10.5500,928.1626,242.1687,1022.3475,0.0000,425.9595,473.8088,554.0575,531.1839,397.7374,394.7885,509.2333,538.4854,548.1430,490.1150,526.1238,540.6535,0.0000,0.0000,496.9380,535.6245,451.1193,488.2439,524.6753,548.1834,2229.0000,0.0000,0.0000,
42,1024,10.5004,936.8082,248.9084,999.0831,0.0000,435.1448,485.6189,571.4591,549.1320,411.2998,418.2348,518.1180,555.1800,589.0618,492.7329,511.3488,534.6755,0.0000,0.0000,489.1202,533.0874,460.3427,480.3523,487.1298,526.9984,2303.0000,0.0000,0.0000,
18,1024,13.7685,919.8868,258.7428,659.5473,0.0000,504.6168,554.9026,565.6972,621.3651,398.4259,406.8875,532.8815,554.1398,669.9493,495.9436,512.1364,538.6600,0.0000,0.0000,498.1897,524.6639,470.6551,499.8243,521.6354,561.0323,2300.0000,0.0000,0.0000,
11,1024,15.4702,955.5784,257.4524,945.1289,0.0000,506.1929,554.0631,611.9799,510.4159,368.5465,369.3365,488.0976,515.3137,555.3995,499.2518,530.6006,544.1259,0.0000,0.0000,498.9867,538.1228,477.4413,507.5473,536.2244,550.2026,2240.0000,0.0000,0.0000,
57,1024,5.8127,468.9313,216.6802,575.9807,0.0000,371.0771,400.6087,375.1939,372.2907,262.9701,300.8277,352.6100,393.6086,338.4964,334.8761,376.7358,366.9172,0.0000,0.0000,346.6053,352.1869,351.1970,331.0458,351.7121,369.6012,1340.0000,0.0000,0.0000,
63,1024,6.3282,545.2761,202.1490,574.6263,0.0000,324.2640,439.1594,444.1197,440.7256,327.1447,298.5470,404.5834,394.7014,367.1698,343.1699,389.2759,405.4475,0.0000,0.0000,397.4838,380.6170,339.9423,355.5697,382.1885,411.1812,1306.0000,0.0000,0.0000,
73,1024,6.9416,517.6482,191.0877,602.8463,0.0000,337.9411,415.2130,393.4582,394.6661,258.5703,259.2032,381.1129,374.1497,337.9334,333.7230,414.3186,381.5567,0.0000,0.0000,354.2118,366.4645,332.1467,338.4505,352.9050,375.5879,1331.0000,0.0000,0.0000,
65,1024,5.1088,654.7726,220.0802,588.6646,0.0000,424.4497,471.7661,486.1892,507.2864,316.2916,302.9935,382.8013,454.5021,377.8860,373.9430,396.1271,439.3527,0.0000,0.0000,393.1287,408.4095,366.7462,376.3779,391.1040,415.1672,1634.0000,0.0000,0.0000,
58,1024,6.4683,824.4523,246.0481,585.7996,0.0000,444.3189,444.0734,458.5023,492.4632,338.5456,331.1617,433.9500,472.7174,412.7092,408.5954,438.8880,472.3854,0.0000,0.0000,429.8533,441.0955,393.8083,411.3646,420.0054,446.7552,1949.0000,0.0000,0.0000,
67,1024,6.5544,621.2824,258.3004,583.3583,0.0000,419.2878,471.3988,503.2928,469.2791,319.4114,303.3146,445.2451,422.6809,384.7496,380.0416,434.6292,427.0063,0.0000,0.0000,407.7431,414.4584,381.4559,381.8541,393.0038,423.8945,1665.0000,0.0000,0.0000,
75,1024,6.9788,514.6654,193.0592,605.8023,0.0000,378.4285,451.5273,438.2099,411.7168,271.9333,273.4040,421.7071,405.7691,351.5669,359.8144,482.9172,407.1574,0.0000,0.0000,378.9897,383.5534,349.4638,346.3848,378.6467,392.9687,1305.0000,0.0000,0.0000,
77,1024,5.6122,446.9588,203.6871,599.6448,0.0000,350.6376,457.4162,456.9748,426.6755,273.1666,277.5083,403.3647,413.2252,354.5809,412.6687,390.5875,415.1874,0.0000,0.0000,388.3999,395.4653,357.5504,353.3082,385.9597,404.6648,1301.0000,0.0000,0.0000,
86,1024,6.8723,430.9051,242.1155,664.1015,0.0000,377.3970,417.4912,400.1386,394.4323,302.7545,262.0537,362.5252,378.4745,361.2020,333.7526,369.0377,380.2894,0.0000,0.0000,346.9883,406.8738,326.0122,332.8950,344.2386,359.3239,1317.0000,0.0000,0.0000,
88,1024,6.7051,457.9811,236.0652,600.9482,0.0000,338.7104,395.2933,378.1175,373.1041,284.5587,274.1621,379.3739,400.5549,373.5363,346.1884,389.7430,394.9604,0.0000,0.0000,364.9143,379.1767,339.4692,348.3917,365.6806,381.4033,1336.0000,0.0000,0.0000,
71,1024,6.7433,620.6960,220.3484,636.1377,0.0000,403.4373,473.7595,459.6963,432.4137,303.1469,321.9750,398.0294,427.7312,380.8388,404.0511,405.6758,416.7489,0.0000,0.0000,384.4067,403.4292,362.7942,373.6208,388.6141,402.4950,1618.0000,0.0000,0.0000,
68,1024,5.8599,684.2494,226.3890,594.6403,0.0000,404.0170,453.9305,523.7021,507.4077,336.8020,333.0117,424.5572,405.9123,370.9214,420.1342,472.3016,483.3258,0.0000,0.0000,443.5733,464.7292,396.4114,408.4932,446.6031,479.5046,1608.0000,0.0000,0.0000,
93,1024,5.3065,470.1762,204.0498,624.0777,0.0000,374.1305,405.9748,411.7861,396.8598,258.3628,260.7206,341.5736,436.2349,331.9400,336.3014,371.1135,378.8199,0.0000,0.0000,362.5325,358.5033,331.9805,338.3650,350.4898,378.5994,1316.0000,0.0000,0.0000,
69,1024,5.5371,617.5933,233.2230,593.6732,0.0000,367.4503,410.6464,498.1796,529.6098,351.7591,346.5838,495.5330,477.8501,412.6533,430.9176,468.8140,485.7235,0.0000,0.0000,451.9378,472.3349,398.7573,417.3892,451.6751,482.3519,1657.0000,0.0000,0.0000,
99,1024,6.5311,447.9915,212.6462,648.6530,0.0000,364.8829,404.2107,421.8531,361.8842,244.9599,247.3317,343.6565,393.8316,363.9546,334.6460,355.8750,371.2074,0.0000,0.0000,353.8041,355.7453,325.0862,328.7630,341.5752,369.3783,1307.0000,0.0000,0.0000,
59,1024,6.4611,1050.7626,248.6764,591.8441,0.0000,502.4818,522.5827,546.3930,513.8218,348.6433,346.8219,470.9089,475.8263,444.2259,469.0121,461.1919,480.7590,0.0000,0.0000,458.2016,474.6692,428.9941,439.5283,452.7003,484.6494,2266.0000,0.0000,0.0000,
70,1024,6.9066,669.3782,225.6812,613.4005,0.0000,369.5205,483.9526,488.3395,452.8405,316.9323,339.0807,422.5312,447.6162,406.7119,405.2589,433.6680,456.0610,0.0000,0.0000,420.1009,493.7053,386.8026,396.1374,412.4535,450.9287,1658.0000,0.0000,0.0000,
87,1024,7.2107,458.9919,193.2508,564.7727,0.0000,422.9440,458.9717,430.9184,419.9022,326.3858,304.4902,424.5525,466.6140,370.3721,362.9882,410.3750,419.5196,0.0000,0.0000,385.7935,387.2289,351.6312,343.8700,388.8726,402.2165,1303.0000,0.0000,0.0000,
66,1024,6.3553,820.5877,256.6473,583.8562,0.0000,432.5608,474.2352,539.2038,528.5511,345.9039,343.4389,494.9235,485.1302,435.9885,456.6098,469.1333,489.4723,0.0000,0.0000,448.8560,481.0232,416.3550,427.6920,447.4734,488.6419,1958.0000,0.0000,0.0000,
60,1024,6.0368,880.8088,252.3422,596.9037,0.0000,493.5254,522.5886,587.7432,546.2886,385.3468,378.1788,501.6206,503.5334,460.7513,528.3458,474.2473,480.6561,0.0000,0.0000,458.8968,476.0373,424.5840,440.8375,458.3862,472.6026,2292.0000,0.0000,0.0000,
84,1024,5.4940,461.5581,193.7392,679.1940,0.0000,425.7588,460.9594,435.4546,450.7518,287.8096,295.2688,409.9426,523.8000,343.2874,356.8399,420.3704,436.6347,0.0000,0.0000,402.0938,409.8489,366.4040,358.6466,405.8989,422.2200,1336.0000,0.0000,0.0000,
72,1024,6.1421,699.9773,233.0786,594.9910,0.0000,400.3649,524.9313,499.6734,456.7445,371.7825,329.9678,427.5312,451.1024,428.5558,401.4152,442.6081,452.9215,0.0000,0.0000,431.8074,440.2832,394.1929,394.0453,421.1241,445.9028,1707.0000,0.0000,0.0000,
111,1024,5.4044,481.9611,206.2664,595.3628,0.0000,319.9631,379.7919,356.3388,356.6970,246.8682,267.1790,384.8231,367.3279,332.4498,326.3904,351.8521,368.9920,0.0000,0.0000,343.8883,359.6281,325.8813,326.3514,352.0947,365.8473,1313.0000,0.0000,0.0000,
105,1024,5.7368,499.4321,202.4327,627.1463,0.0000,300.8194,357.9786,417.1565,384.6664,265.6663,267.3511,387.7943,396.6829,346.2151,346.8023,373.5121,398.5823,0.0000,0.0000,365.1446,383.5200,340.5536,339.7270,371.1932,400.5467,1323.0000,0.0000,0.0000,
108,1024,6.4879,526.7052,205.0353,628.9455,0.0000,336.8490,446.0333,412.5135,411.1235,279.5505,290.3437,409.5101,384.6512,336.6433,328.5201,354.8430,375.1405,0.0000,0.0000,348.7368,357.5157,324.8842,335.8503,345.2214,360.3056,1294.0000,0.0000,0.0000,
100,1024,5.8434,438.6760,202.2810,724.9744,0.0000,362.7006,406.4088,452.2737,403.4942,276.5915,277.5650,407.3054,415.6299,356.8346,355.7455,390.6795,414.3502,0.0000,0.0000,383.9773,391.5549,346.7813,356.5553,379.4588,418.0505,1310.0000,0.0000,0.0000,
62,1024,6.1435,923.6315,250.5852,596.0009,0.0000,510.8141,567.7218,578.4387,546.0851,377.0051,378.7972,502.4128,510.8011,471.0158,490.3377,497.0148,518.9399,0.0000,0.0000,497.6827,504.6329,442.0067,455.6443,499.1187,532.6845,2312.0000,0.0000,0.0000,
79,1024,6.7429,750.9743,240.2132,696.4234,0.0000,448.0784,472.5783,450.2822,465.6936,324.3320,323.3259,410.7861,469.6080,414.4524,413.5181,442.1458,454.8458,0.0000,0.0000,430.4721,449.0645,396.8824,415.3766,415.0236,463.2834,1967.0000,0.0000,0.0000,
78,1024,6.9342,828.1357,238.9866,607.5603,0.0000,467.1437,477.7152,451.1416,462.6226,321.5950,325.0165,423.2026,469.1515,415.3041,411.9731,438.9391,457.1222,0.0000,0.0000,436.5287,445.3676,390.9728,413.9517,421.6811,464.7856,1951.0000,0.0000,0.0000,
61,1024,6.2894,915.8391,251.8083,596.4242,0.0000,468.9627,495.4946,545.6998,569.3278,411.1971,399.4782,526.2754,529.6182,476.3810,501.7585,511.6333,539.1004,0.0000,0.0000,507.1602,524.0791,459.3152,464.7129,516.8999,555.1855,2306.0000,0.0000,0.0000,
81,1024,5.9246,708.1432,236.6656,688.6595,0.0000,453.2400,467.1227,448.4824,483.6883,308.3025,316.1956,419.7571,547.7409,560.2304,400.2183,435.2958,459.7767,0.0000,0.0000,423.6853,439.6457,380.5337,398.4733,412.9749,466.2631,1647.0000,0.0000,0.0000,
101,1024,6.4917,625.1619,230.9849,589.2198,0.0000,365.5510,399.2681,423.4148,401.5457,288.3387,287.7717,448.3088,429.6974,379.1347,369.6667,399.7845,409.0237,0.0000,0.0000,394.2605,398.3265,361.5016,376.5332,376.6367,431.0595,1613.0000,0.0000,0.0000,
85,1024,7.5109,649.8023,270.4530,598.4099,0.0000,457.8202,467.2712,450.8505,467.2783,328.1355,328.1312,436.5232,475.9781,406.7403,404.1958,434.4380,464.9237,0.0000,0.0000,429.0785,442.9967,386.2766,406.1544,426.8897,476.9926,1658.0000,0.0000,0.0000,
83,1024,6.5615,860.1280,242.0066,649.5322,0.0000,434.4049,447.2926,443.3726,467.3569,325.7316,328.0401,437.2876,463.6792,419.3959,414.8085,437.5733,459.3026,0.0000,0.0000,435.0362,442.0487,405.0551,407.3639,440.0376,441.6160,1962.0000,0.0000,0.0000,
74,1024,6.1289,842.0645,246.0584,596.2127,0.0000,484.9204,520.0497,495.4342,502.0515,348.7012,348.2058,456.0663,546.9807,439.3654,438.3032,464.1322,495.8797,0.0000,0.0000,465.5743,476.4697,413.6850,440.9387,467.3864,481.5044,1984.0000,0.0000,0.0000,
90,1024,5.6490,594.4638,221.2653,624.7477,0.0000,409.3227,435.1880,423.2780,471.6752,335.4902,337.3146,450.7590,484.2717,407.4059,404.6977,452.4072,475.5019,0.0000,0.0000,435.6807,446.8431,401.4214,396.5913,457.7831,468.8758,1583.0000,0.0000,0.0000,
